"Laius (mm)","Paksus (mm)","Dimensiooniühik","Nimi","Toote mall","Toote mall/Nimi","Laius (mm)","Pikkus (mm)","Paksus (mm)","Lukusta laius?","Lukusta pikkus?","Lukusta paksus?","ID","Pikkus (mm)"
"90.0","28.0","mm","Haab 28x90 SHP 4tk/kimp EAN","Haab 28x90 SHP 4tk/kimp EAN","Haab 28x90 SHP 4tk/kimp EAN","0.0","0.0","0.0","","","","27753","1200.0"
"90.0","28.0","mm","Haab 28x90 SHP 4tk/kimp EAN","Haab 28x90 SHP 4tk/kimp EAN","Haab 28x90 SHP 4tk/kimp EAN","0.0","0.0","0.0","","","","27754","1500.0"
"90.0","28.0","mm","Haab 28x90 SHP 4tk/kimp EAN","Haab 28x90 SHP 4tk/kimp EAN","Haab 28x90 SHP 4tk/kimp EAN","0.0","0.0","0.0","","","","27755","1600.0"
"90.0","28.0","mm","Haab 28x90 SHP 4tk/kimp EAN","Haab 28x90 SHP 4tk/kimp EAN","Haab 28x90 SHP 4tk/kimp EAN","0.0","0.0","0.0","","","","27756","1700.0"
"90.0","28.0","mm","Haab 28x90 SHP 4tk/kimp EAN","Haab 28x90 SHP 4tk/kimp EAN","Haab 28x90 SHP 4tk/kimp EAN","0.0","0.0","0.0","","","","27757","1800.0"
"90.0","28.0","mm","Haab 28x90 SHP 4tk/kimp EAN","Haab 28x90 SHP 4tk/kimp EAN","Haab 28x90 SHP 4tk/kimp EAN","0.0","0.0","0.0","","","","27758","1900.0"
"90.0","28.0","mm","Haab 28x90 SHP 4tk/kimp EAN","Haab 28x90 SHP 4tk/kimp EAN","Haab 28x90 SHP 4tk/kimp EAN","0.0","0.0","0.0","","","","27759","2000.0"
"90.0","28.0","mm","Haab 28x90 SHP 4tk/kimp EAN","Haab 28x90 SHP 4tk/kimp EAN","Haab 28x90 SHP 4tk/kimp EAN","0.0","0.0","0.0","","","","27760","2100.0"
"90.0","28.0","mm","Haab 28x90 SHP 4tk/kimp EAN","Haab 28x90 SHP 4tk/kimp EAN","Haab 28x90 SHP 4tk/kimp EAN","0.0","0.0","0.0","","","","27761","2200.0"
"90.0","28.0","mm","Haab 28x90 SHP 4tk/kimp EAN","Haab 28x90 SHP 4tk/kimp EAN","Haab 28x90 SHP 4tk/kimp EAN","0.0","0.0","0.0","","","","27762","2300.0"
"90.0","28.0","mm","Haab 28x90 SHP 4tk/kimp EAN","Haab 28x90 SHP 4tk/kimp EAN","Haab 28x90 SHP 4tk/kimp EAN","0.0","0.0","0.0","","","","27763","2400.0"
"90.0","28.0","mm","Haab 28x90 SHP 4tk/kimp EAN","Haab 28x90 SHP 4tk/kimp EAN","Haab 28x90 SHP 4tk/kimp EAN","0.0","0.0","0.0","","","","27764","2500.0"
"90.0","28.0","mm","Haab 28x90 SHP 4tk/kimp EAN","Haab 28x90 SHP 4tk/kimp EAN","Haab 28x90 SHP 4tk/kimp EAN","0.0","0.0","0.0","","","","27765","2600.0"
"90.0","28.0","mm","Haab 28x90 SHP 4tk/kimp EAN","Haab 28x90 SHP 4tk/kimp EAN","Haab 28x90 SHP 4tk/kimp EAN","0.0","0.0","0.0","","","","27766","2700.0"
"90.0","28.0","mm","Haab 28x90 SHP 4tk/kimp EAN","Haab 28x90 SHP 4tk/kimp EAN","Haab 28x90 SHP 4tk/kimp EAN","0.0","0.0","0.0","","","","27767","2800.0"
"90.0","28.0","mm","Haab 28x90 SHP 4tk/kimp EAN","Haab 28x90 SHP 4tk/kimp EAN","Haab 28x90 SHP 4tk/kimp EAN","0.0","0.0","0.0","","","","27768","2900.0"
"90.0","28.0","mm","Haab 28x90 SHP 4tk/kimp EAN","Haab 28x90 SHP 4tk/kimp EAN","Haab 28x90 SHP 4tk/kimp EAN","0.0","0.0","0.0","","","","27769","3000.0"
"90.0","28.0","mm","Haab 28x90 SHP 4tk/kimp EAN","Haab 28x90 SHP 4tk/kimp EAN","Haab 28x90 SHP 4tk/kimp EAN","0.0","0.0","0.0","","","","41736","1200.0"
"90.0","28.0","mm","Haab 28x90 SHP 4tk/kimp EAN","Haab 28x90 SHP 4tk/kimp EAN","Haab 28x90 SHP 4tk/kimp EAN","0.0","0.0","0.0","","","","41737","1500.0"
"90.0","28.0","mm","Haab 28x90 SHP 4tk/kimp EAN","Haab 28x90 SHP 4tk/kimp EAN","Haab 28x90 SHP 4tk/kimp EAN","0.0","0.0","0.0","","","","41738","1600.0"
"90.0","28.0","mm","Haab 28x90 SHP 4tk/kimp EAN","Haab 28x90 SHP 4tk/kimp EAN","Haab 28x90 SHP 4tk/kimp EAN","0.0","0.0","0.0","","","","41739","1700.0"
"90.0","28.0","mm","Haab 28x90 SHP 4tk/kimp EAN","Haab 28x90 SHP 4tk/kimp EAN","Haab 28x90 SHP 4tk/kimp EAN","0.0","0.0","0.0","","","","41740","1800.0"
"90.0","28.0","mm","Haab 28x90 SHP 4tk/kimp EAN","Haab 28x90 SHP 4tk/kimp EAN","Haab 28x90 SHP 4tk/kimp EAN","0.0","0.0","0.0","","","","41741","1900.0"
"90.0","28.0","mm","Haab 28x90 SHP 4tk/kimp EAN","Haab 28x90 SHP 4tk/kimp EAN","Haab 28x90 SHP 4tk/kimp EAN","0.0","0.0","0.0","","","","41742","2000.0"
"90.0","28.0","mm","Haab 28x90 SHP 4tk/kimp EAN","Haab 28x90 SHP 4tk/kimp EAN","Haab 28x90 SHP 4tk/kimp EAN","0.0","0.0","0.0","","","","41743","2100.0"
"90.0","28.0","mm","Haab 28x90 SHP 4tk/kimp EAN","Haab 28x90 SHP 4tk/kimp EAN","Haab 28x90 SHP 4tk/kimp EAN","0.0","0.0","0.0","","","","41744","2200.0"
"90.0","28.0","mm","Haab 28x90 SHP 4tk/kimp EAN","Haab 28x90 SHP 4tk/kimp EAN","Haab 28x90 SHP 4tk/kimp EAN","0.0","0.0","0.0","","","","41745","2300.0"
"90.0","28.0","mm","Haab 28x90 SHP 4tk/kimp EAN","Haab 28x90 SHP 4tk/kimp EAN","Haab 28x90 SHP 4tk/kimp EAN","0.0","0.0","0.0","","","","41746","2400.0"
"90.0","28.0","mm","Haab 28x90 SHP 4tk/kimp EAN","Haab 28x90 SHP 4tk/kimp EAN","Haab 28x90 SHP 4tk/kimp EAN","0.0","0.0","0.0","","","","41747","2500.0"
"90.0","28.0","mm","Haab 28x90 SHP 4tk/kimp EAN","Haab 28x90 SHP 4tk/kimp EAN","Haab 28x90 SHP 4tk/kimp EAN","0.0","0.0","0.0","","","","41748","2600.0"
"90.0","28.0","mm","Haab 28x90 SHP 4tk/kimp EAN","Haab 28x90 SHP 4tk/kimp EAN","Haab 28x90 SHP 4tk/kimp EAN","0.0","0.0","0.0","","","","41749","2700.0"
"90.0","28.0","mm","Haab 28x90 SHP 4tk/kimp EAN","Haab 28x90 SHP 4tk/kimp EAN","Haab 28x90 SHP 4tk/kimp EAN","0.0","0.0","0.0","","","","41750","2800.0"
"90.0","28.0","mm","Haab 28x90 SHP 4tk/kimp EAN","Haab 28x90 SHP 4tk/kimp EAN","Haab 28x90 SHP 4tk/kimp EAN","0.0","0.0","0.0","","","","41751","2900.0"
"90.0","28.0","mm","Haab 28x90 SHP 4tk/kimp EAN","Haab 28x90 SHP 4tk/kimp EAN","Haab 28x90 SHP 4tk/kimp EAN","0.0","0.0","0.0","","","","41752","3000.0"
"65.0","8.0","mm","Haab 8x65 KA katteliist 1tk/kimp","Haab 8x65 KA katteliist 1tk/kimp","Haab 8x65 KA katteliist 1tk/kimp","0.0","0.0","0.0","","","","41974","2100.0"
"65.0","8.0","mm","Haab 8x65 KA katteliist 1tk/kimp","Haab 8x65 KA katteliist 1tk/kimp","Haab 8x65 KA katteliist 1tk/kimp","0.0","0.0","0.0","","","","41975","2400.0"
"65.0","12.0","mm","Termolepp 12x65 STP 10tk/kimp EAN","Termolepp 12x65 STP 10tk/kimp EAN","Termolepp 12x65 STP 10tk/kimp EAN","0.0","0.0","0.0","","","","27880","1500.0"
"65.0","12.0","mm","Termolepp 12x65 STP 10tk/kimp EAN","Termolepp 12x65 STP 10tk/kimp EAN","Termolepp 12x65 STP 10tk/kimp EAN","0.0","0.0","0.0","","","","27881","1800.0"
"65.0","12.0","mm","Termolepp 12x65 STP 10tk/kimp EAN","Termolepp 12x65 STP 10tk/kimp EAN","Termolepp 12x65 STP 10tk/kimp EAN","0.0","0.0","0.0","","","","27882","2100.0"
"65.0","12.0","mm","Termolepp 12x65 STP 10tk/kimp EAN","Termolepp 12x65 STP 10tk/kimp EAN","Termolepp 12x65 STP 10tk/kimp EAN","0.0","0.0","0.0","","","","27883","2400.0"
"65.0","12.0","mm","Termolepp 12x65 STP 10tk/kimp EAN","Termolepp 12x65 STP 10tk/kimp EAN","Termolepp 12x65 STP 10tk/kimp EAN","0.0","0.0","0.0","","","","27884","2700.0"
"65.0","12.0","mm","Termolepp 12x65 STP 10tk/kimp EAN","Termolepp 12x65 STP 10tk/kimp EAN","Termolepp 12x65 STP 10tk/kimp EAN","0.0","0.0","0.0","","","","27885","3000.0"
"90.0","12.0","mm","Termolepp 12x90 STP 10tk/kimp EAN","Termolepp 12x90 STP 10tk/kimp EAN","Termolepp 12x90 STP 10tk/kimp EAN","0.0","0.0","0.0","","","","29343","1500.0"
"90.0","12.0","mm","Termolepp 12x90 STP 6tk/kimp EAN","Termolepp 12x90 STP 6tk/kimp EAN","Termolepp 12x90 STP 6tk/kimp EAN","0.0","0.0","0.0","","","","41255","1500.0"
"90.0","12.0","mm","Termolepp 12x90 STP 10tk/kimp EAN","Termolepp 12x90 STP 10tk/kimp EAN","Termolepp 12x90 STP 10tk/kimp EAN","0.0","0.0","0.0","","","","29344","1800.0"
"90.0","12.0","mm","Termolepp 12x90 STP 6tk/kimp EAN","Termolepp 12x90 STP 6tk/kimp EAN","Termolepp 12x90 STP 6tk/kimp EAN","0.0","0.0","0.0","","","","41256","1800.0"
"90.0","12.0","mm","Termolepp 12x90 STP 10tk/kimp EAN","Termolepp 12x90 STP 10tk/kimp EAN","Termolepp 12x90 STP 10tk/kimp EAN","0.0","0.0","0.0","","","","29345","2100.0"
"90.0","12.0","mm","Termolepp 12x90 STP 6tk/kimp EAN","Termolepp 12x90 STP 6tk/kimp EAN","Termolepp 12x90 STP 6tk/kimp EAN","0.0","0.0","0.0","","","","41257","2100.0"
"90.0","12.0","mm","Termolepp 12x90 STP 10tk/kimp EAN","Termolepp 12x90 STP 10tk/kimp EAN","Termolepp 12x90 STP 10tk/kimp EAN","0.0","0.0","0.0","","","","29346","2400.0"
"90.0","12.0","mm","Termolepp 12x90 STP 6tk/kimp EAN","Termolepp 12x90 STP 6tk/kimp EAN","Termolepp 12x90 STP 6tk/kimp EAN","0.0","0.0","0.0","","","","41258","2400.0"
"90.0","12.0","mm","Termolepp 12x90 STP 10tk/kimp EAN","Termolepp 12x90 STP 10tk/kimp EAN","Termolepp 12x90 STP 10tk/kimp EAN","0.0","0.0","0.0","","","","29347","2700.0"
"90.0","12.0","mm","Termolepp 12x90 STP 6tk/kimp EAN","Termolepp 12x90 STP 6tk/kimp EAN","Termolepp 12x90 STP 6tk/kimp EAN","0.0","0.0","0.0","","","","41259","2700.0"
"90.0","12.0","mm","Termolepp 12x90 STP 10tk/kimp EAN","Termolepp 12x90 STP 10tk/kimp EAN","Termolepp 12x90 STP 10tk/kimp EAN","0.0","0.0","0.0","","","","29348","3000.0"
"90.0","12.0","mm","Termolepp 12x90 STP 6tk/kimp EAN","Termolepp 12x90 STP 6tk/kimp EAN","Termolepp 12x90 STP 6tk/kimp EAN","0.0","0.0","0.0","","","","41260","3000.0"
"120.0","15.0","mm","Termolepp 15x120 STP 6tk/kimp EAN","Termolepp 15x120 STP 6tk/kimp EAN","Termolepp 15x120 STP 6tk/kimp EAN","0.0","0.0","0.0","","","","27950","1500.0"
"120.0","15.0","mm","Termolepp 15x120 STP 6tk/kimp EAN","Termolepp 15x120 STP 6tk/kimp EAN","Termolepp 15x120 STP 6tk/kimp EAN","0.0","0.0","0.0","","","","27951","1800.0"
"120.0","15.0","mm","Termolepp 15x120 STP 6tk/kimp EAN","Termolepp 15x120 STP 6tk/kimp EAN","Termolepp 15x120 STP 6tk/kimp EAN","0.0","0.0","0.0","","","","27952","2100.0"
"120.0","15.0","mm","Termolepp 15x120 STP 6tk/kimp EAN","Termolepp 15x120 STP 6tk/kimp EAN","Termolepp 15x120 STP 6tk/kimp EAN","0.0","0.0","0.0","","","","27953","2400.0"
"120.0","15.0","mm","Termolepp 15x120 STP 6tk/kimp EAN","Termolepp 15x120 STP 6tk/kimp EAN","Termolepp 15x120 STP 6tk/kimp EAN","0.0","0.0","0.0","","","","27954","2700.0"
"120.0","15.0","mm","Termolepp 15x120 STP 6tk/kimp EAN","Termolepp 15x120 STP 6tk/kimp EAN","Termolepp 15x120 STP 6tk/kimp EAN","0.0","0.0","0.0","","","","27955","3000.0"
"120.0","15.0","mm","Termolepp 15x120 STS4 6tk/kimp EAN","Termolepp 15x120 STS4 6tk/kimp EAN","Termolepp 15x120 STS4 6tk/kimp EAN","0.0","0.0","0.0","","","","28047","1500.0"
"120.0","15.0","mm","Termolepp 15x120 STS4 6tk/kimp EAN","Termolepp 15x120 STS4 6tk/kimp EAN","Termolepp 15x120 STS4 6tk/kimp EAN","0.0","0.0","0.0","","","","28048","1600.0"
"120.0","15.0","mm","Termolepp 15x120 STS4 6tk/kimp EAN","Termolepp 15x120 STS4 6tk/kimp EAN","Termolepp 15x120 STS4 6tk/kimp EAN","0.0","0.0","0.0","","","","28049","1700.0"
"120.0","15.0","mm","Termolepp 15x120 STS4 6tk/kimp EAN","Termolepp 15x120 STS4 6tk/kimp EAN","Termolepp 15x120 STS4 6tk/kimp EAN","0.0","0.0","0.0","","","","28050","1800.0"
"120.0","15.0","mm","Termolepp 15x120 STS4 6tk/kimp EAN","Termolepp 15x120 STS4 6tk/kimp EAN","Termolepp 15x120 STS4 6tk/kimp EAN","0.0","0.0","0.0","","","","28051","1900.0"
"120.0","15.0","mm","Termolepp 15x120 STS4 6tk/kimp EAN","Termolepp 15x120 STS4 6tk/kimp EAN","Termolepp 15x120 STS4 6tk/kimp EAN","0.0","0.0","0.0","","","","28052","2000.0"
"120.0","15.0","mm","Termolepp 15x120 STS4 6tk/kimp EAN","Termolepp 15x120 STS4 6tk/kimp EAN","Termolepp 15x120 STS4 6tk/kimp EAN","0.0","0.0","0.0","","","","28053","2100.0"
"120.0","15.0","mm","Termolepp 15x120 STS4 6tk/kimp EAN","Termolepp 15x120 STS4 6tk/kimp EAN","Termolepp 15x120 STS4 6tk/kimp EAN","0.0","0.0","0.0","","","","28054","2200.0"
"120.0","15.0","mm","Termolepp 15x120 STS4 6tk/kimp EAN","Termolepp 15x120 STS4 6tk/kimp EAN","Termolepp 15x120 STS4 6tk/kimp EAN","0.0","0.0","0.0","","","","28055","2300.0"
"120.0","15.0","mm","Termolepp 15x120 STS4 6tk/kimp EAN","Termolepp 15x120 STS4 6tk/kimp EAN","Termolepp 15x120 STS4 6tk/kimp EAN","0.0","0.0","0.0","","","","28056","2400.0"
"120.0","15.0","mm","Termolepp 15x120 STS4 6tk/kimp EAN","Termolepp 15x120 STS4 6tk/kimp EAN","Termolepp 15x120 STS4 6tk/kimp EAN","0.0","0.0","0.0","","","","28057","2500.0"
"120.0","15.0","mm","Termolepp 15x120 STS4 6tk/kimp EAN","Termolepp 15x120 STS4 6tk/kimp EAN","Termolepp 15x120 STS4 6tk/kimp EAN","0.0","0.0","0.0","","","","28058","2600.0"
"120.0","15.0","mm","Termolepp 15x120 STS4 6tk/kimp EAN","Termolepp 15x120 STS4 6tk/kimp EAN","Termolepp 15x120 STS4 6tk/kimp EAN","0.0","0.0","0.0","","","","28059","2700.0"
"120.0","15.0","mm","Termolepp 15x120 STS4 6tk/kimp EAN","Termolepp 15x120 STS4 6tk/kimp EAN","Termolepp 15x120 STS4 6tk/kimp EAN","0.0","0.0","0.0","","","","28060","2800.0"
"120.0","15.0","mm","Termolepp 15x120 STS4 6tk/kimp EAN","Termolepp 15x120 STS4 6tk/kimp EAN","Termolepp 15x120 STS4 6tk/kimp EAN","0.0","0.0","0.0","","","","28061","2900.0"
"120.0","15.0","mm","Termolepp 15x120 STS4 6tk/kimp EAN","Termolepp 15x120 STS4 6tk/kimp EAN","Termolepp 15x120 STS4 6tk/kimp EAN","0.0","0.0","0.0","","","","28062","3000.0"
"140.0","15.0","mm","Termolepp 15x140 STS4 6tk/kimp EAN","Termolepp 15x140 STS4 6tk/kimp EAN","Termolepp 15x140 STS4 6tk/kimp EAN","0.0","0.0","0.0","","","","28134","1500.0"
"140.0","15.0","mm","Termolepp 15x140 STS4 6tk/kimp EAN","Termolepp 15x140 STS4 6tk/kimp EAN","Termolepp 15x140 STS4 6tk/kimp EAN","0.0","0.0","0.0","","","","41305","1600.0"
"140.0","15.0","mm","Termolepp 15x140 STS4 6tk/kimp EAN","Termolepp 15x140 STS4 6tk/kimp EAN","Termolepp 15x140 STS4 6tk/kimp EAN","0.0","0.0","0.0","","","","28135","1800.0"
"140.0","15.0","mm","Termolepp 15x140 STS4 6tk/kimp EAN","Termolepp 15x140 STS4 6tk/kimp EAN","Termolepp 15x140 STS4 6tk/kimp EAN","0.0","0.0","0.0","","","","41306","1900.0"
"140.0","15.0","mm","Termolepp 15x140 STS4 6tk/kimp EAN","Termolepp 15x140 STS4 6tk/kimp EAN","Termolepp 15x140 STS4 6tk/kimp EAN","0.0","0.0","0.0","","","","28136","2100.0"
"140.0","15.0","mm","Termolepp 15x140 STS4 6tk/kimp EAN","Termolepp 15x140 STS4 6tk/kimp EAN","Termolepp 15x140 STS4 6tk/kimp EAN","0.0","0.0","0.0","","","","41307","2200.0"
"140.0","15.0","mm","Termolepp 15x140 STS4 6tk/kimp EAN","Termolepp 15x140 STS4 6tk/kimp EAN","Termolepp 15x140 STS4 6tk/kimp EAN","0.0","0.0","0.0","","","","41308","2300.0"
"140.0","15.0","mm","Termolepp 15x140 STS4 6tk/kimp EAN","Termolepp 15x140 STS4 6tk/kimp EAN","Termolepp 15x140 STS4 6tk/kimp EAN","0.0","0.0","0.0","","","","28137","2400.0"
"140.0","15.0","mm","Termolepp 15x140 STS4 6tk/kimp EAN","Termolepp 15x140 STS4 6tk/kimp EAN","Termolepp 15x140 STS4 6tk/kimp EAN","0.0","0.0","0.0","","","","41202","2600.0"
"140.0","15.0","mm","Termolepp 15x140 STS4 6tk/kimp EAN","Termolepp 15x140 STS4 6tk/kimp EAN","Termolepp 15x140 STS4 6tk/kimp EAN","0.0","0.0","0.0","","","","28138","2700.0"
"140.0","15.0","mm","Termolepp 15x140 STS4 6tk/kimp EAN","Termolepp 15x140 STS4 6tk/kimp EAN","Termolepp 15x140 STS4 6tk/kimp EAN","0.0","0.0","0.0","","","","41203","2800.0"
"140.0","15.0","mm","Termolepp 15x140 STS4 6tk/kimp EAN","Termolepp 15x140 STS4 6tk/kimp EAN","Termolepp 15x140 STS4 6tk/kimp EAN","0.0","0.0","0.0","","","","28139","3000.0"
"18.0","15.0","mm","Termolepp 15x18 SI sisenurgaliist 1tk/kimp EAN","Termolepp 15x18 SI sisenurgaliist 1tk/kimp EAN","Termolepp 15x18 SI sisenurgaliist 1tk/kimp EAN","0.0","0.0","0.0","","","","29912","1800.0"
"18.0","15.0","mm","Termolepp 15x18 SI sisenurgaliist 1tk/kimp EAN","Termolepp 15x18 SI sisenurgaliist 1tk/kimp EAN","Termolepp 15x18 SI sisenurgaliist 1tk/kimp EAN","0.0","0.0","0.0","","","","29913","2100.0"
"18.0","15.0","mm","Termolepp 15x18 SI sisenurgaliist 1tk/kimp EAN","Termolepp 15x18 SI sisenurgaliist 1tk/kimp EAN","Termolepp 15x18 SI sisenurgaliist 1tk/kimp EAN","0.0","0.0","0.0","","","","29914","2400.0"
"68.0","15.0","mm","Termolepp 15x68 STP3 6tk/kimp EAN","Termolepp 15x68 STP3 6tk/kimp EAN","Termolepp 15x68 STP3 6tk/kimp EAN","0.0","0.0","0.0","","","","39259","1500.0"
"68.0","15.0","mm","Termolepp 15x68 STP3 6tk/kimp EAN","Termolepp 15x68 STP3 6tk/kimp EAN","Termolepp 15x68 STP3 6tk/kimp EAN","0.0","0.0","0.0","","","","39260","1600.0"
"68.0","15.0","mm","Termolepp 15x68 STP3 6tk/kimp EAN","Termolepp 15x68 STP3 6tk/kimp EAN","Termolepp 15x68 STP3 6tk/kimp EAN","0.0","0.0","0.0","","","","39261","1700.0"
"68.0","15.0","mm","Termolepp 15x68 STP3 6tk/kimp EAN","Termolepp 15x68 STP3 6tk/kimp EAN","Termolepp 15x68 STP3 6tk/kimp EAN","0.0","0.0","0.0","","","","39262","1800.0"
"68.0","15.0","mm","Termolepp 15x68 STP3 6tk/kimp EAN","Termolepp 15x68 STP3 6tk/kimp EAN","Termolepp 15x68 STP3 6tk/kimp EAN","0.0","0.0","0.0","","","","39263","1900.0"
"68.0","15.0","mm","Termolepp 15x68 STP3 6tk/kimp EAN","Termolepp 15x68 STP3 6tk/kimp EAN","Termolepp 15x68 STP3 6tk/kimp EAN","0.0","0.0","0.0","","","","39264","2000.0"
"68.0","15.0","mm","Termolepp 15x68 STP3 6tk/kimp EAN","Termolepp 15x68 STP3 6tk/kimp EAN","Termolepp 15x68 STP3 6tk/kimp EAN","0.0","0.0","0.0","","","","39265","2100.0"
"68.0","15.0","mm","Termolepp 15x68 STP3 6tk/kimp EAN","Termolepp 15x68 STP3 6tk/kimp EAN","Termolepp 15x68 STP3 6tk/kimp EAN","0.0","0.0","0.0","","","","39266","2200.0"
"68.0","15.0","mm","Termolepp 15x68 STP3 6tk/kimp EAN","Termolepp 15x68 STP3 6tk/kimp EAN","Termolepp 15x68 STP3 6tk/kimp EAN","0.0","0.0","0.0","","","","39267","2300.0"
"68.0","15.0","mm","Termolepp 15x68 STP3 6tk/kimp EAN","Termolepp 15x68 STP3 6tk/kimp EAN","Termolepp 15x68 STP3 6tk/kimp EAN","0.0","0.0","0.0","","","","39268","2400.0"
"68.0","15.0","mm","Termolepp 15x68 STP3 6tk/kimp EAN","Termolepp 15x68 STP3 6tk/kimp EAN","Termolepp 15x68 STP3 6tk/kimp EAN","0.0","0.0","0.0","","","","39269","2500.0"
"68.0","15.0","mm","Termolepp 15x68 STP3 6tk/kimp EAN","Termolepp 15x68 STP3 6tk/kimp EAN","Termolepp 15x68 STP3 6tk/kimp EAN","0.0","0.0","0.0","","","","39270","2600.0"
"68.0","15.0","mm","Termolepp 15x68 STP3 6tk/kimp EAN","Termolepp 15x68 STP3 6tk/kimp EAN","Termolepp 15x68 STP3 6tk/kimp EAN","0.0","0.0","0.0","","","","39271","2700.0"
"68.0","15.0","mm","Termolepp 15x68 STP3 6tk/kimp EAN","Termolepp 15x68 STP3 6tk/kimp EAN","Termolepp 15x68 STP3 6tk/kimp EAN","0.0","0.0","0.0","","","","39272","2800.0"
"68.0","15.0","mm","Termolepp 15x68 STP3 6tk/kimp EAN","Termolepp 15x68 STP3 6tk/kimp EAN","Termolepp 15x68 STP3 6tk/kimp EAN","0.0","0.0","0.0","","","","39273","2900.0"
"68.0","15.0","mm","Termolepp 15x68 STP3 6tk/kimp EAN","Termolepp 15x68 STP3 6tk/kimp EAN","Termolepp 15x68 STP3 6tk/kimp EAN","0.0","0.0","0.0","","","","39274","3000.0"
"68.0","15.0","mm","Termolepp 15x68 STP3 6tk/kimp EAN","Termolepp 15x68 STP3 6tk/kimp EAN","Termolepp 15x68 STP3 6tk/kimp EAN","0.0","0.0","0.0","","","","39275","1500.0"
"68.0","15.0","mm","Termolepp 15x68 STP3 6tk/kimp EAN","Termolepp 15x68 STP3 6tk/kimp EAN","Termolepp 15x68 STP3 6tk/kimp EAN","0.0","0.0","0.0","","","","39276","1600.0"
"68.0","15.0","mm","Termolepp 15x68 STP3 6tk/kimp EAN","Termolepp 15x68 STP3 6tk/kimp EAN","Termolepp 15x68 STP3 6tk/kimp EAN","0.0","0.0","0.0","","","","39277","1700.0"
"68.0","15.0","mm","Termolepp 15x68 STP3 6tk/kimp EAN","Termolepp 15x68 STP3 6tk/kimp EAN","Termolepp 15x68 STP3 6tk/kimp EAN","0.0","0.0","0.0","","","","39278","1800.0"
"68.0","15.0","mm","Termolepp 15x68 STP3 6tk/kimp EAN","Termolepp 15x68 STP3 6tk/kimp EAN","Termolepp 15x68 STP3 6tk/kimp EAN","0.0","0.0","0.0","","","","39279","1900.0"
"68.0","15.0","mm","Termolepp 15x68 STP3 6tk/kimp EAN","Termolepp 15x68 STP3 6tk/kimp EAN","Termolepp 15x68 STP3 6tk/kimp EAN","0.0","0.0","0.0","","","","39280","2000.0"
"68.0","15.0","mm","Termolepp 15x68 STP3 6tk/kimp EAN","Termolepp 15x68 STP3 6tk/kimp EAN","Termolepp 15x68 STP3 6tk/kimp EAN","0.0","0.0","0.0","","","","39281","2100.0"
"68.0","15.0","mm","Termolepp 15x68 STP3 6tk/kimp EAN","Termolepp 15x68 STP3 6tk/kimp EAN","Termolepp 15x68 STP3 6tk/kimp EAN","0.0","0.0","0.0","","","","39282","2200.0"
"68.0","15.0","mm","Termolepp 15x68 STP3 6tk/kimp EAN","Termolepp 15x68 STP3 6tk/kimp EAN","Termolepp 15x68 STP3 6tk/kimp EAN","0.0","0.0","0.0","","","","39283","2300.0"
"68.0","15.0","mm","Termolepp 15x68 STP3 6tk/kimp EAN","Termolepp 15x68 STP3 6tk/kimp EAN","Termolepp 15x68 STP3 6tk/kimp EAN","0.0","0.0","0.0","","","","39284","2400.0"
"68.0","15.0","mm","Termolepp 15x68 STP3 6tk/kimp EAN","Termolepp 15x68 STP3 6tk/kimp EAN","Termolepp 15x68 STP3 6tk/kimp EAN","0.0","0.0","0.0","","","","39285","2500.0"
"68.0","15.0","mm","Termolepp 15x68 STP3 6tk/kimp EAN","Termolepp 15x68 STP3 6tk/kimp EAN","Termolepp 15x68 STP3 6tk/kimp EAN","0.0","0.0","0.0","","","","39286","2600.0"
"68.0","15.0","mm","Termolepp 15x68 STP3 6tk/kimp EAN","Termolepp 15x68 STP3 6tk/kimp EAN","Termolepp 15x68 STP3 6tk/kimp EAN","0.0","0.0","0.0","","","","39287","2700.0"
"68.0","15.0","mm","Termolepp 15x68 STP3 6tk/kimp EAN","Termolepp 15x68 STP3 6tk/kimp EAN","Termolepp 15x68 STP3 6tk/kimp EAN","0.0","0.0","0.0","","","","39288","2800.0"
"68.0","15.0","mm","Termolepp 15x68 STP3 6tk/kimp EAN","Termolepp 15x68 STP3 6tk/kimp EAN","Termolepp 15x68 STP3 6tk/kimp EAN","0.0","0.0","0.0","","","","39289","2900.0"
"68.0","15.0","mm","Termolepp 15x68 STP3 6tk/kimp EAN","Termolepp 15x68 STP3 6tk/kimp EAN","Termolepp 15x68 STP3 6tk/kimp EAN","0.0","0.0","0.0","","","","39290","3000.0"
"68.0","15.0","mm","Termolepp 15x68 STP3 6tk/kimp EAN","Termolepp 15x68 STP3 6tk/kimp EAN","Termolepp 15x68 STP3 6tk/kimp EAN","0.0","0.0","0.0","","","","39291","1500.0"
"68.0","15.0","mm","Termolepp 15x68 STP3 6tk/kimp EAN","Termolepp 15x68 STP3 6tk/kimp EAN","Termolepp 15x68 STP3 6tk/kimp EAN","0.0","0.0","0.0","","","","39292","1600.0"
"68.0","15.0","mm","Termolepp 15x68 STP3 6tk/kimp EAN","Termolepp 15x68 STP3 6tk/kimp EAN","Termolepp 15x68 STP3 6tk/kimp EAN","0.0","0.0","0.0","","","","39293","1700.0"
"68.0","15.0","mm","Termolepp 15x68 STP3 6tk/kimp EAN","Termolepp 15x68 STP3 6tk/kimp EAN","Termolepp 15x68 STP3 6tk/kimp EAN","0.0","0.0","0.0","","","","39294","1800.0"
