"Laius (mm)","Paksus (mm)","Dimensiooniühik","Nimi","Toote mall","Toote mall/Nimi","Laius (mm)","Pikkus (mm)","Paksus (mm)","Lukusta laius?","Lukusta pikkus?","Lukusta paksus?","ID","Pikkus (mm)"
"117.0","26.0","mm","Termomänd 26x117 SHP","Termomänd 26x117 SHP","Termomänd 26x117 SHP","0.0","0.0","0.0","","","","36800","2100.0"
"117.0","26.0","mm","Termomänd 26x117 SHP","Termomänd 26x117 SHP","Termomänd 26x117 SHP","0.0","0.0","0.0","","","","36801","2400.0"
"117.0","26.0","mm","Termomänd 26x117 SHP","Termomänd 26x117 SHP","Termomänd 26x117 SHP","0.0","0.0","0.0","","","","36802","2700.0"
"117.0","26.0","mm","Termomänd 26x117 SHP","Termomänd 26x117 SHP","Termomänd 26x117 SHP","0.0","0.0","0.0","","","","36803","3000.0"
"117.0","26.0","mm","Termomänd 26x117 SHP","Termomänd 26x117 SHP","Termomänd 26x117 SHP","0.0","0.0","0.0","","","","36804","3300.0"
"117.0","26.0","mm","Termomänd 26x117 SHP","Termomänd 26x117 SHP","Termomänd 26x117 SHP","0.0","0.0","0.0","","","","36805","3600.0"
"117.0","26.0","mm","Termomänd 26x117 SHP","Termomänd 26x117 SHP","Termomänd 26x117 SHP","0.0","0.0","0.0","","","","36806","3900.0"
"117.0","26.0","mm","Termomänd 26x117 SHP","Termomänd 26x117 SHP","Termomänd 26x117 SHP","0.0","0.0","0.0","","","","36807","4200.0"
"117.0","26.0","mm","Termomänd 26x117 SHP","Termomänd 26x117 SHP","Termomänd 26x117 SHP","0.0","0.0","0.0","","","","36808","4500.0"
"117.0","26.0","mm","Termomänd 26x117 SHP","Termomänd 26x117 SHP","Termomänd 26x117 SHP","0.0","0.0","0.0","","","","36809","4800.0"
"117.0","26.0","mm","Termomänd 26x117 SHP","Termomänd 26x117 SHP","Termomänd 26x117 SHP","0.0","0.0","0.0","","","","36810","5100.0"
"140.0","26.0","mm","Termomänd 26x140 D30SG","Termomänd 26x140 D30SG","Termomänd 26x140 D30SG","0.0","0.0","0.0","","","","37145","2100.0"
"140.0","26.0","mm","Termomänd 26x140 D30SG","Termomänd 26x140 D30SG","Termomänd 26x140 D30SG","0.0","0.0","0.0","","","","37146","2400.0"
"140.0","26.0","mm","Termomänd 26x140 D30SG","Termomänd 26x140 D30SG","Termomänd 26x140 D30SG","0.0","0.0","0.0","","","","37147","2700.0"
"140.0","26.0","mm","Termomänd 26x140 D30SG","Termomänd 26x140 D30SG","Termomänd 26x140 D30SG","0.0","0.0","0.0","","","","37148","3000.0"
"140.0","26.0","mm","Termomänd 26x140 D30SG","Termomänd 26x140 D30SG","Termomänd 26x140 D30SG","0.0","0.0","0.0","","","","37149","3300.0"
"140.0","26.0","mm","Termomänd 26x140 D30SG","Termomänd 26x140 D30SG","Termomänd 26x140 D30SG","0.0","0.0","0.0","","","","37150","3600.0"
"140.0","26.0","mm","Termomänd 26x140 D30SG","Termomänd 26x140 D30SG","Termomänd 26x140 D30SG","0.0","0.0","0.0","","","","37151","3900.0"
"140.0","26.0","mm","Termomänd 26x140 D30SG","Termomänd 26x140 D30SG","Termomänd 26x140 D30SG","0.0","0.0","0.0","","","","37152","4200.0"
"140.0","26.0","mm","Termomänd 26x140 D30SG","Termomänd 26x140 D30SG","Termomänd 26x140 D30SG","0.0","0.0","0.0","","","","37153","4500.0"
"140.0","26.0","mm","Termomänd 26x140 D30SG","Termomänd 26x140 D30SG","Termomänd 26x140 D30SG","0.0","0.0","0.0","","","","37154","4800.0"
"140.0","26.0","mm","Termomänd 26x140 D30SG","Termomänd 26x140 D30SG","Termomänd 26x140 D30SG","0.0","0.0","0.0","","","","37155","5100.0"
"140.0","26.0","mm","Termomänd 26x140 D30SG","Termomänd 26x140 D30SG","Termomänd 26x140 D30SG","0.0","0.0","0.0","","","","37365","2100.0"
"140.0","26.0","mm","Termomänd 26x140 D30SG","Termomänd 26x140 D30SG","Termomänd 26x140 D30SG","0.0","0.0","0.0","","","","37366","2400.0"
"140.0","26.0","mm","Termomänd 26x140 D30SG","Termomänd 26x140 D30SG","Termomänd 26x140 D30SG","0.0","0.0","0.0","","","","37367","2700.0"
"140.0","26.0","mm","Termomänd 26x140 D30SG","Termomänd 26x140 D30SG","Termomänd 26x140 D30SG","0.0","0.0","0.0","","","","37368","3000.0"
"140.0","26.0","mm","Termomänd 26x140 D30SG","Termomänd 26x140 D30SG","Termomänd 26x140 D30SG","0.0","0.0","0.0","","","","37369","3300.0"
"140.0","26.0","mm","Termomänd 26x140 D30SG","Termomänd 26x140 D30SG","Termomänd 26x140 D30SG","0.0","0.0","0.0","","","","37370","3600.0"
"140.0","26.0","mm","Termomänd 26x140 D30SG","Termomänd 26x140 D30SG","Termomänd 26x140 D30SG","0.0","0.0","0.0","","","","37371","3900.0"
"140.0","26.0","mm","Termomänd 26x140 D30SG","Termomänd 26x140 D30SG","Termomänd 26x140 D30SG","0.0","0.0","0.0","","","","37372","4200.0"
"140.0","26.0","mm","Termomänd 26x140 D30SG","Termomänd 26x140 D30SG","Termomänd 26x140 D30SG","0.0","0.0","0.0","","","","37373","4500.0"
"140.0","26.0","mm","Termomänd 26x140 D30SG","Termomänd 26x140 D30SG","Termomänd 26x140 D30SG","0.0","0.0","0.0","","","","37374","4800.0"
"140.0","26.0","mm","Termomänd 26x140 D30SG","Termomänd 26x140 D30SG","Termomänd 26x140 D30SG","0.0","0.0","0.0","","","","37375","5100.0"
"140.0","26.0","mm","Termomänd 26x140 D30SG","Termomänd 26x140 D30SG","Termomänd 26x140 D30SG","0.0","0.0","0.0","","","","37156","2100.0"
"140.0","26.0","mm","Termomänd 26x140 D30SG","Termomänd 26x140 D30SG","Termomänd 26x140 D30SG","0.0","0.0","0.0","","","","37157","2400.0"
"140.0","26.0","mm","Termomänd 26x140 D30SG","Termomänd 26x140 D30SG","Termomänd 26x140 D30SG","0.0","0.0","0.0","","","","37158","2700.0"
"140.0","26.0","mm","Termomänd 26x140 D30SG","Termomänd 26x140 D30SG","Termomänd 26x140 D30SG","0.0","0.0","0.0","","","","37159","3000.0"
"140.0","26.0","mm","Termomänd 26x140 D30SG","Termomänd 26x140 D30SG","Termomänd 26x140 D30SG","0.0","0.0","0.0","","","","37160","3300.0"
"140.0","26.0","mm","Termomänd 26x140 D30SG","Termomänd 26x140 D30SG","Termomänd 26x140 D30SG","0.0","0.0","0.0","","","","37161","3600.0"
"140.0","26.0","mm","Termomänd 26x140 D30SG","Termomänd 26x140 D30SG","Termomänd 26x140 D30SG","0.0","0.0","0.0","","","","37162","3900.0"
"140.0","26.0","mm","Termomänd 26x140 D30SG","Termomänd 26x140 D30SG","Termomänd 26x140 D30SG","0.0","0.0","0.0","","","","37163","4200.0"
"140.0","26.0","mm","Termomänd 26x140 D30SG","Termomänd 26x140 D30SG","Termomänd 26x140 D30SG","0.0","0.0","0.0","","","","37164","4500.0"
"140.0","26.0","mm","Termomänd 26x140 D30SG","Termomänd 26x140 D30SG","Termomänd 26x140 D30SG","0.0","0.0","0.0","","","","37165","4800.0"
"140.0","26.0","mm","Termomänd 26x140 D30SG","Termomänd 26x140 D30SG","Termomänd 26x140 D30SG","0.0","0.0","0.0","","","","37166","5100.0"
"140.0","26.0","mm","Termomänd 26x140 Groove","Termomänd 26x140 Groove","Termomänd 26x140 Groove","0.0","0.0","0.0","","","","36833","2.1"
"140.0","26.0","mm","Termomänd 26x140 Groove","Termomänd 26x140 Groove","Termomänd 26x140 Groove","0.0","0.0","0.0","","","","36834","2.4"
"140.0","26.0","mm","Termomänd 26x140 Groove","Termomänd 26x140 Groove","Termomänd 26x140 Groove","0.0","0.0","0.0","","","","36835","2.7"
"140.0","26.0","mm","Termomänd 26x140 Groove","Termomänd 26x140 Groove","Termomänd 26x140 Groove","0.0","0.0","0.0","","","","36836","3.0"
"140.0","26.0","mm","Termomänd 26x140 Groove","Termomänd 26x140 Groove","Termomänd 26x140 Groove","0.0","0.0","0.0","","","","36837","3.3"
"140.0","26.0","mm","Termomänd 26x140 Groove","Termomänd 26x140 Groove","Termomänd 26x140 Groove","0.0","0.0","0.0","","","","36838","3.6"
"140.0","26.0","mm","Termomänd 26x140 Groove","Termomänd 26x140 Groove","Termomänd 26x140 Groove","0.0","0.0","0.0","","","","36839","3.9"
"140.0","26.0","mm","Termomänd 26x140 Groove","Termomänd 26x140 Groove","Termomänd 26x140 Groove","0.0","0.0","0.0","","","","36840","4.2"
"140.0","26.0","mm","Termomänd 26x140 Groove","Termomänd 26x140 Groove","Termomänd 26x140 Groove","0.0","0.0","0.0","","","","36841","4.5"
"140.0","26.0","mm","Termomänd 26x140 Groove","Termomänd 26x140 Groove","Termomänd 26x140 Groove","0.0","0.0","0.0","","","","36842","4.8"
"140.0","26.0","mm","Termomänd 26x140 Groove","Termomänd 26x140 Groove","Termomänd 26x140 Groove","0.0","0.0","0.0","","","","36843","5.1"
"140.0","26.0","mm","Termomänd 26x140 Groove","Termomänd 26x140 Groove","Termomänd 26x140 Groove","0.0","0.0","0.0","","","","42204","5.4"
"140.0","26.0","mm","Termomänd 26x140 Groove","Termomänd 26x140 Groove","Termomänd 26x140 Groove","0.0","0.0","0.0","","","","42176","5.7"
"140.0","26.0","mm","Termomänd 26x140 Groove","Termomänd 26x140 Groove","Termomänd 26x140 Groove","0.0","0.0","0.0","","","","36844","2.1"
"140.0","26.0","mm","Termomänd 26x140 Groove","Termomänd 26x140 Groove","Termomänd 26x140 Groove","0.0","0.0","0.0","","","","36845","2.4"
"140.0","26.0","mm","Termomänd 26x140 Groove","Termomänd 26x140 Groove","Termomänd 26x140 Groove","0.0","0.0","0.0","","","","36846","2.7"
"140.0","26.0","mm","Termomänd 26x140 Groove","Termomänd 26x140 Groove","Termomänd 26x140 Groove","0.0","0.0","0.0","","","","36847","3.0"
"140.0","26.0","mm","Termomänd 26x140 Groove","Termomänd 26x140 Groove","Termomänd 26x140 Groove","0.0","0.0","0.0","","","","36848","3.3"
"140.0","26.0","mm","Termomänd 26x140 Groove","Termomänd 26x140 Groove","Termomänd 26x140 Groove","0.0","0.0","0.0","","","","36849","3.6"
"140.0","26.0","mm","Termomänd 26x140 Groove","Termomänd 26x140 Groove","Termomänd 26x140 Groove","0.0","0.0","0.0","","","","36850","3.9"
"140.0","26.0","mm","Termomänd 26x140 Groove","Termomänd 26x140 Groove","Termomänd 26x140 Groove","0.0","0.0","0.0","","","","36851","4.2"
"140.0","26.0","mm","Termomänd 26x140 Groove","Termomänd 26x140 Groove","Termomänd 26x140 Groove","0.0","0.0","0.0","","","","36852","4.5"
"140.0","26.0","mm","Termomänd 26x140 Groove","Termomänd 26x140 Groove","Termomänd 26x140 Groove","0.0","0.0","0.0","","","","36853","4.8"
"140.0","26.0","mm","Termomänd 26x140 Groove","Termomänd 26x140 Groove","Termomänd 26x140 Groove","0.0","0.0","0.0","","","","36854","5.1"
"140.0","26.0","mm","Termomänd 26x140 Groove","Termomänd 26x140 Groove","Termomänd 26x140 Groove","0.0","0.0","0.0","","","","42205","5.4"
"140.0","26.0","mm","Termomänd 26x140 Groove","Termomänd 26x140 Groove","Termomänd 26x140 Groove","0.0","0.0","0.0","","","","42177","5.7"
"140.0","26.0","mm","Termomänd 26x140 SHP","Termomänd 26x140 SHP","Termomänd 26x140 SHP","0.0","0.0","0.0","","","","36811","0.0"
"140.0","26.0","mm","Termomänd 26x140 SHP","Termomänd 26x140 SHP","Termomänd 26x140 SHP","0.0","0.0","0.0","","","","36812","0.0"
"140.0","26.0","mm","Termomänd 26x140 SHP","Termomänd 26x140 SHP","Termomänd 26x140 SHP","0.0","0.0","0.0","","","","36813","0.0"
"140.0","26.0","mm","Termomänd 26x140 SHP","Termomänd 26x140 SHP","Termomänd 26x140 SHP","0.0","0.0","0.0","","","","36814","0.0"
"140.0","26.0","mm","Termomänd 26x140 SHP","Termomänd 26x140 SHP","Termomänd 26x140 SHP","0.0","0.0","0.0","","","","36815","0.0"
"140.0","26.0","mm","Termomänd 26x140 SHP","Termomänd 26x140 SHP","Termomänd 26x140 SHP","0.0","0.0","0.0","","","","36816","0.0"
"140.0","26.0","mm","Termomänd 26x140 SHP","Termomänd 26x140 SHP","Termomänd 26x140 SHP","0.0","0.0","0.0","","","","36817","0.0"
"140.0","26.0","mm","Termomänd 26x140 SHP","Termomänd 26x140 SHP","Termomänd 26x140 SHP","0.0","0.0","0.0","","","","36818","0.0"
"140.0","26.0","mm","Termomänd 26x140 SHP","Termomänd 26x140 SHP","Termomänd 26x140 SHP","0.0","0.0","0.0","","","","36819","0.0"
"140.0","26.0","mm","Termomänd 26x140 SHP","Termomänd 26x140 SHP","Termomänd 26x140 SHP","0.0","0.0","0.0","","","","37331","0.0"
"140.0","26.0","mm","Termomänd 26x140 SHP","Termomänd 26x140 SHP","Termomänd 26x140 SHP","0.0","0.0","0.0","","","","36820","0.0"
"140.0","26.0","mm","Termomänd 26x140 SHP","Termomänd 26x140 SHP","Termomänd 26x140 SHP","0.0","0.0","0.0","","","","36821","0.0"
"140.0","26.0","mm","Termomänd 26x140 SHP","Termomänd 26x140 SHP","Termomänd 26x140 SHP","0.0","0.0","0.0","","","","37330","0.0"
"140.0","26.0","mm","Termomänd 26x140 SHP","Termomänd 26x140 SHP","Termomänd 26x140 SHP","0.0","0.0","0.0","","","","36822","0.0"
"140.0","26.0","mm","Termomänd 26x140 SHP","Termomänd 26x140 SHP","Termomänd 26x140 SHP","0.0","0.0","0.0","","","","36823","0.0"
"140.0","26.0","mm","Termomänd 26x140 SHP","Termomänd 26x140 SHP","Termomänd 26x140 SHP","0.0","0.0","0.0","","","","36824","0.0"
"140.0","26.0","mm","Termomänd 26x140 SHP","Termomänd 26x140 SHP","Termomänd 26x140 SHP","0.0","0.0","0.0","","","","36825","0.0"
"140.0","26.0","mm","Termomänd 26x140 SHP","Termomänd 26x140 SHP","Termomänd 26x140 SHP","0.0","0.0","0.0","","","","36826","0.0"
"140.0","26.0","mm","Termomänd 26x140 SHP","Termomänd 26x140 SHP","Termomänd 26x140 SHP","0.0","0.0","0.0","","","","36827","0.0"
"140.0","26.0","mm","Termomänd 26x140 SHP","Termomänd 26x140 SHP","Termomänd 26x140 SHP","0.0","0.0","0.0","","","","36828","0.0"
"140.0","26.0","mm","Termomänd 26x140 SHP","Termomänd 26x140 SHP","Termomänd 26x140 SHP","0.0","0.0","0.0","","","","36829","0.0"
"140.0","26.0","mm","Termomänd 26x140 SHP","Termomänd 26x140 SHP","Termomänd 26x140 SHP","0.0","0.0","0.0","","","","36830","0.0"
"140.0","26.0","mm","Termomänd 26x140 SHP","Termomänd 26x140 SHP","Termomänd 26x140 SHP","0.0","0.0","0.0","","","","37333","0.0"
"140.0","26.0","mm","Termomänd 26x140 SHP","Termomänd 26x140 SHP","Termomänd 26x140 SHP","0.0","0.0","0.0","","","","36831","0.0"
"140.0","26.0","mm","Termomänd 26x140 SHP","Termomänd 26x140 SHP","Termomänd 26x140 SHP","0.0","0.0","0.0","","","","36832","0.0"
"140.0","26.0","mm","Termomänd 26x140 SHP","Termomänd 26x140 SHP","Termomänd 26x140 SHP","0.0","0.0","0.0","","","","37332","0.0"
"68.0","26.0","mm","Termomänd 26x68 Rhombus","Termomänd 26x68 Rhombus","Termomänd 26x68 Rhombus","0.0","0.0","0.0","","","","37033","2100.0"
"68.0","26.0","mm","Termomänd 26x68 Rhombus","Termomänd 26x68 Rhombus","Termomänd 26x68 Rhombus","0.0","0.0","0.0","","","","37034","2400.0"
"68.0","26.0","mm","Termomänd 26x68 Rhombus","Termomänd 26x68 Rhombus","Termomänd 26x68 Rhombus","0.0","0.0","0.0","","","","37035","2700.0"
"68.0","26.0","mm","Termomänd 26x68 Rhombus","Termomänd 26x68 Rhombus","Termomänd 26x68 Rhombus","0.0","0.0","0.0","","","","37036","3000.0"
"68.0","26.0","mm","Termomänd 26x68 Rhombus","Termomänd 26x68 Rhombus","Termomänd 26x68 Rhombus","0.0","0.0","0.0","","","","37037","3300.0"
"68.0","26.0","mm","Termomänd 26x68 Rhombus","Termomänd 26x68 Rhombus","Termomänd 26x68 Rhombus","0.0","0.0","0.0","","","","37038","3600.0"
"68.0","26.0","mm","Termomänd 26x68 Rhombus","Termomänd 26x68 Rhombus","Termomänd 26x68 Rhombus","0.0","0.0","0.0","","","","37039","3900.0"
"68.0","26.0","mm","Termomänd 26x68 Rhombus","Termomänd 26x68 Rhombus","Termomänd 26x68 Rhombus","0.0","0.0","0.0","","","","37040","4200.0"
"68.0","26.0","mm","Termomänd 26x68 Rhombus","Termomänd 26x68 Rhombus","Termomänd 26x68 Rhombus","0.0","0.0","0.0","","","","37041","4500.0"
"68.0","26.0","mm","Termomänd 26x68 Rhombus","Termomänd 26x68 Rhombus","Termomänd 26x68 Rhombus","0.0","0.0","0.0","","","","37042","4800.0"
"68.0","26.0","mm","Termomänd 26x68 Rhombus","Termomänd 26x68 Rhombus","Termomänd 26x68 Rhombus","0.0","0.0","0.0","","","","37043","5100.0"
"68.0","26.0","mm","Termomänd 26x68 Rhombus","Termomänd 26x68 Rhombus","Termomänd 26x68 Rhombus","0.0","0.0","0.0","","","","37044","2100.0"
"68.0","26.0","mm","Termomänd 26x68 Rhombus","Termomänd 26x68 Rhombus","Termomänd 26x68 Rhombus","0.0","0.0","0.0","","","","37045","2400.0"
"68.0","26.0","mm","Termomänd 26x68 Rhombus","Termomänd 26x68 Rhombus","Termomänd 26x68 Rhombus","0.0","0.0","0.0","","","","37046","2700.0"
"68.0","26.0","mm","Termomänd 26x68 Rhombus","Termomänd 26x68 Rhombus","Termomänd 26x68 Rhombus","0.0","0.0","0.0","","","","37047","3000.0"
"68.0","26.0","mm","Termomänd 26x68 Rhombus","Termomänd 26x68 Rhombus","Termomänd 26x68 Rhombus","0.0","0.0","0.0","","","","37048","3300.0"
"68.0","26.0","mm","Termomänd 26x68 Rhombus","Termomänd 26x68 Rhombus","Termomänd 26x68 Rhombus","0.0","0.0","0.0","","","","37049","3600.0"
"68.0","26.0","mm","Termomänd 26x68 Rhombus","Termomänd 26x68 Rhombus","Termomänd 26x68 Rhombus","0.0","0.0","0.0","","","","37050","3900.0"
"68.0","26.0","mm","Termomänd 26x68 Rhombus","Termomänd 26x68 Rhombus","Termomänd 26x68 Rhombus","0.0","0.0","0.0","","","","37051","4200.0"
"68.0","26.0","mm","Termomänd 26x68 Rhombus","Termomänd 26x68 Rhombus","Termomänd 26x68 Rhombus","0.0","0.0","0.0","","","","37052","4500.0"
"68.0","26.0","mm","Termomänd 26x68 Rhombus","Termomänd 26x68 Rhombus","Termomänd 26x68 Rhombus","0.0","0.0","0.0","","","","37053","4800.0"
"68.0","26.0","mm","Termomänd 26x68 Rhombus","Termomänd 26x68 Rhombus","Termomänd 26x68 Rhombus","0.0","0.0","0.0","","","","37054","5100.0"
"92.0","26.0","mm","Termomänd 26x92 SHP","Termomänd 26x92 SHP","Termomänd 26x92 SHP","0.0","0.0","0.0","","","","36767","2100.0"
"92.0","26.0","mm","Termomänd 26x92 SHP","Termomänd 26x92 SHP","Termomänd 26x92 SHP","0.0","0.0","0.0","","","","36768","2400.0"
"92.0","26.0","mm","Termomänd 26x92 SHP","Termomänd 26x92 SHP","Termomänd 26x92 SHP","0.0","0.0","0.0","","","","36769","2700.0"
"92.0","26.0","mm","Termomänd 26x92 SHP","Termomänd 26x92 SHP","Termomänd 26x92 SHP","0.0","0.0","0.0","","","","36770","3000.0"
"92.0","26.0","mm","Termomänd 26x92 SHP","Termomänd 26x92 SHP","Termomänd 26x92 SHP","0.0","0.0","0.0","","","","36771","3300.0"
"92.0","26.0","mm","Termomänd 26x92 SHP","Termomänd 26x92 SHP","Termomänd 26x92 SHP","0.0","0.0","0.0","","","","36772","3600.0"
"92.0","26.0","mm","Termomänd 26x92 SHP","Termomänd 26x92 SHP","Termomänd 26x92 SHP","0.0","0.0","0.0","","","","36773","3900.0"
"92.0","26.0","mm","Termomänd 26x92 SHP","Termomänd 26x92 SHP","Termomänd 26x92 SHP","0.0","0.0","0.0","","","","36774","4200.0"
"92.0","26.0","mm","Termomänd 26x92 SHP","Termomänd 26x92 SHP","Termomänd 26x92 SHP","0.0","0.0","0.0","","","","36775","4500.0"
"92.0","26.0","mm","Termomänd 26x92 SHP","Termomänd 26x92 SHP","Termomänd 26x92 SHP","0.0","0.0","0.0","","","","36776","4800.0"
"92.0","26.0","mm","Termomänd 26x92 SHP","Termomänd 26x92 SHP","Termomänd 26x92 SHP","0.0","0.0","0.0","","","","36777","5100.0"
"92.0","26.0","mm","Termomänd 26x92 SHP","Termomänd 26x92 SHP","Termomänd 26x92 SHP","0.0","0.0","0.0","","","","36778","2100.0"
"92.0","26.0","mm","Termomänd 26x92 SHP","Termomänd 26x92 SHP","Termomänd 26x92 SHP","0.0","0.0","0.0","","","","36779","2400.0"
"92.0","26.0","mm","Termomänd 26x92 SHP","Termomänd 26x92 SHP","Termomänd 26x92 SHP","0.0","0.0","0.0","","","","36780","2700.0"
"92.0","26.0","mm","Termomänd 26x92 SHP","Termomänd 26x92 SHP","Termomänd 26x92 SHP","0.0","0.0","0.0","","","","36781","3000.0"
"92.0","26.0","mm","Termomänd 26x92 SHP","Termomänd 26x92 SHP","Termomänd 26x92 SHP","0.0","0.0","0.0","","","","36782","3300.0"
"92.0","26.0","mm","Termomänd 26x92 SHP","Termomänd 26x92 SHP","Termomänd 26x92 SHP","0.0","0.0","0.0","","","","36783","3600.0"
"92.0","26.0","mm","Termomänd 26x92 SHP","Termomänd 26x92 SHP","Termomänd 26x92 SHP","0.0","0.0","0.0","","","","36784","3900.0"
"92.0","26.0","mm","Termomänd 26x92 SHP","Termomänd 26x92 SHP","Termomänd 26x92 SHP","0.0","0.0","0.0","","","","36785","4200.0"
"92.0","26.0","mm","Termomänd 26x92 SHP","Termomänd 26x92 SHP","Termomänd 26x92 SHP","0.0","0.0","0.0","","","","36786","4500.0"
"92.0","26.0","mm","Termomänd 26x92 SHP","Termomänd 26x92 SHP","Termomänd 26x92 SHP","0.0","0.0","0.0","","","","36787","4800.0"
"92.0","26.0","mm","Termomänd 26x92 SHP","Termomänd 26x92 SHP","Termomänd 26x92 SHP","0.0","0.0","0.0","","","","36788","5100.0"
"140.0","42.0","mm","Termomänd 42x140 SHP","Termomänd 42x140 SHP","Termomänd 42x140 SHP","0.0","0.0","0.0","","","","36900","2100.0"
"140.0","42.0","mm","Termomänd 42x140 SHP","Termomänd 42x140 SHP","Termomänd 42x140 SHP","0.0","0.0","0.0","","","","36901","2400.0"
"140.0","42.0","mm","Termomänd 42x140 SHP","Termomänd 42x140 SHP","Termomänd 42x140 SHP","0.0","0.0","0.0","","","","36902","2700.0"
"140.0","42.0","mm","Termomänd 42x140 SHP","Termomänd 42x140 SHP","Termomänd 42x140 SHP","0.0","0.0","0.0","","","","36903","3000.0"
"140.0","42.0","mm","Termomänd 42x140 SHP","Termomänd 42x140 SHP","Termomänd 42x140 SHP","0.0","0.0","0.0","","","","36904","3300.0"
"140.0","42.0","mm","Termomänd 42x140 SHP","Termomänd 42x140 SHP","Termomänd 42x140 SHP","0.0","0.0","0.0","","","","36905","3600.0"
"140.0","42.0","mm","Termomänd 42x140 SHP","Termomänd 42x140 SHP","Termomänd 42x140 SHP","0.0","0.0","0.0","","","","36906","3900.0"
